Order_ID,Order_Date,Delivery_Date,Expected_Delivery,Delivery_Status,Payment_Mode,Payment_Status,Month_Name,Month_Number,Quarter,Year,Calendar_YearMonth,Distributor_Code,Distributor_Name,City,Zone,Tier,Owner_Name,Phone,GST_Number,Credit_Limit,Years_Active,DS_ID,DS_Name,DS_Type,Beat_Name,Outlet_Name,Outlet_Type,Channel_Type,SKU_Code,SKU_Name,Sub_Category,Category,SBU,MRP,Cost_Price,Distributor_Price,Quantity,Discount_Pct,Unit_Selling_Price,Gross_Value,Net_Sales_Value,Margin_Value,Target_Value,Is_Return,Gross_Margin_Pct,Achievement_Pct
ORD019365,2025-11-24,2025-11-29,2025-11-27,Delivered,Credit,Paid,November,11,Q4,2025,2025-11,DT1007,THIRUMARAN AGENCIES,Vellore,North,Tier 2,Anand Subramanian,9847089012,33FICTD1007M1Z1,75000,4,DS004,SATHEESH R,Common Pace Route,NILUR MAIN,KOTHAI SUPER STORE,Grocery,Retail,BLOSOM-TLC200,BODY TALC 200G,BODY TALC,BODY TALC,PERSONAL CARE,155,100.75,134.85,75.5,3.4,130.27,11702.5,9835.38,2228.75,11315.56,No,22.7,86.9
ORD019448,2025-11-20,2025-11-24,2025-11-23,Delivered,Cheque,Paid,November,11,Q4,2025,2025-11,DT1003,MUTHTHU MARKETING,Madurai,South,Tier 1,Ganesh Selvam,9843045678,33FICTD1003M1Z7,150000,10,DS012,KARUPPASAMY,2W Route Common,MUTHTHUR BEAT,VENNILA KIRANA,Town Wholesale,Town Wholesale,FLMSTK-CB01,CLASSIC BOX,FLAME STICKS,FLAME STICKS,HOME ESSENTIALS,10,6.5,8.7,72.0,2.5,8.48,720.0,610.56,142.56,697.21,No,23.3,87.6
ORD019474,2025-11-02,2025-11-04,2025-11-05,Delivered,NEFT,Paid,November,11,Q4,2025,2025-11,DT1003,MUTHTHU MARKETING,Madurai,South,Tier 1,Ganesh Selvam,9843045678,33FICTD1003M1Z7,150000,10,DS020,THANDAVAN,Common Pace Route,KAVERIUR ROC,SUBHA PROVISION,Counter Shop,Counter,BLOSOM-TLC100,BODY TALC 100G,BODY TALC,BODY TALC,PERSONAL CARE,88,57.2,76.56,78.4,3.0,74.26,6899.2,5821.98,1337.5,7530.25,No,23.0,77.3
ORD019480,2025-11-25,,2025-11-28,Pending,UPI,Pending,November,11,Q4,2025,2025-11,DT1007,THIRUMARAN AGENCIES,Vellore,North,Tier 2,Anand Subramanian,9847089012,33FICTD1007M1Z1,75000,4,DS018,MAYILVAHANAN,2W Route Common,NILUR EAST GR,PARI GENERAL STORE,Counter Shop,Counter,DIVYA-DHOOP,DHOOP STICKS,AGARBATTI,AGARBATTI,HOME ESSENTIALS,72,46.8,62.64,48.3,6.7,58.44,3477.6,2822.65,562.21,3367.26,No,19.9,83.8
ORD019514,2025-11-20,,2025-11-23,Cancelled,Credit,Refunded,November,11,Q4,2025,2025-11,DT1007,THIRUMARAN AGENCIES,Vellore,North,Tier 2,Anand Subramanian,9847089012,33FICTD1007M1Z1,75000,4,DS018,MAYILVAHANAN,2W Route Common,NILUR EAST GR,PARI GENERAL STORE,Beauty Counter,Counter,GUARDIA-HS100,HAND SANITIZER 100ML,HAND SANITIZER,HAND SANITIZER,PERSONAL CARE,82,53.3,71.34,30.3,6.0,67.06,2484.6,2031.92,416.93,2624.26,No,20.5,77.4
ORD019518,2025-11-26,2025-11-29,2025-11-29,Delivered,Credit,Paid,November,11,Q4,2025,2025-11,DT1014,VASANTHAM TRADERS,Nagercoil,South,Tier 3,Bharath Murugan,9854056789,33FICTD1014M1Z4,50000,5,DS012,KARUPPASAMY,2W Route Common,VETRIUR ROC B,AMUDHA GENERAL STORE,Premium Grocery,Retail,ZESTO-LUXE-M,LUXE PARFUM MEN 120ML,DEO & FRAGRANCE,DEO & FRAGRANCE,PERSONAL CARE,310,201.5,269.7,86.4,5.7,254.33,26784.0,21974.11,4564.51,27077.24,No,20.8,81.2
ORD009777,2025-12-23,,2025-12-26,Pending,Cheque,Pending,December,12,Q4,2025,2025-12,DT1012,BHARATHI DISTRIBUTORS,Thanjavur,Central,Tier 3,Durai Pandian,9852034567,33FICTD1012M1Z3,50000,6,DS001,VIGNESH K,2W Route Common,VALLUR EAST GR,VIMALA SUPER STORE,Bakery Outlet,Retail,PURIS-VALUE10,VALUE SACHET,BATH SOAP,BATH SOAP,PERSONAL CARE,13,8.45,11.31,13.0,3.1,10.96,169.0,142.48,32.63,173.44,No,22.9,82.1
ORD009782,2025-12-28,,2025-12-31,In Transit,Credit,Pending,December,12,Q4,2025,2025-12,DT1008,PONNI WHOLESALE,Erode,West,Tier 2,Murugan Natarajan,9848090123,33FICTD1008M1Z9,75000,6,DS010,PANDIARAJAN,ROC Route Pace,PALLIUR ROC,KOTHAI SUPER STORE,Premium Grocery,Retail,ZESTO-LUXE-M,LUXE PARFUM MEN 120ML,DEO & FRAGRANCE,DEO & FRAGRANCE,PERSONAL CARE,310,201.5,269.7,92.3,2.7,262.42,28613.0,24221.37,5622.92,27422.74,No,23.2,88.3
ORD009789,2025-12-26,2025-12-29,2025-12-29,Delivered,Credit,Paid,December,12,Q4,2025,2025-12,DT1006,AZHAGIRI SUPPLIERS,Tirunelveli,South,Tier 2,Vijay Arumugam,9846078901,33FICTD1006M1Z6,100000,9,DS016,SIVAKKOLUNDHU,2W Route B,PAZHAIUR GR2,PONNI GENERAL STORE,Rural Wholesale,Rural Wholesale,ZESTO-PKT-W,POCKET SPRAY WOMEN 18ML,DEO & FRAGRANCE,DEO & FRAGRANCE,PERSONAL CARE,85,55.25,73.95,23.7,7.3,68.55,2014.5,1624.64,315.22,1806.79,No,19.4,89.9
ORD009791,2025-12-16,2025-12-21,2025-12-19,Delivered,Cheque,Paid,December,12,Q4,2025,2025-12,DT1010,THAMIZHAN MARKETING,Thoothukudi,South,Tier 2,Senthil Raja,9850012345,33FICTD1010M1Z2,50000,7,DS013,THIYAGARAJAN,Common Pace Route,NAMBUR ROUTE,MEENA PROVISION,Rural Wholesale,Rural Wholesale,PURIS-GLOW75,GLOW BAR 75G,BATH SOAP,BATH SOAP,PERSONAL CARE,60,39.0,52.2,74.9,6.3,48.91,4494.0,3663.36,742.26,4251.59,No,20.3,86.2
ORD009806,2025-12-02,2025-12-05,2025-12-05,Delivered,UPI,Overdue,December,12,Q4,2025,2025-12,DT1010,THAMIZHAN MARKETING,Thoothukudi,South,Tier 2,Senthil Raja,9850012345,33FICTD1010M1Z2,50000,7,DS014,SOUNDARARAJAN,Grocery 2 Route,THAMIZHUR GR,HEMA SUPER STORE,Bakery Outlet,Retail,GUARDIA-HS200,HAND SANITIZER 200ML,HAND SANITIZER,HAND SANITIZER,PERSONAL CARE,138,89.7,120.06,45.3,0.8,119.1,6251.4,5395.23,1331.82,5774.74,No,24.7,93.4
ORD009809,2025-12-17,2025-12-22,2025-12-20,Delivered,Credit,Paid,December,12,Q4,2025,2025-12,DT1008,PONNI WHOLESALE,Erode,West,Tier 2,Murugan Natarajan,9848090123,33FICTD1008M1Z9,75000,6,DS015,PERIYANNAN,ROC Pace Route,VENGAIUR GR2,INDHU KIRANA,Rural Wholesale,Rural Wholesale,SHINEZ-FC1L,FLOOR CLEAN 1 LTR,FLOOR CLEANER,FLOOR CLEANER,HOME CARE,190,123.5,165.3,86.8,8.0,152.08,16492.0,13200.54,2480.74,15419.05,No,18.8,85.6
ORD009813,2025-12-13,,2025-12-16,Pending,UPI,Pending,December,12,Q4,2025,2025-12,DT1007,THIRUMARAN AGENCIES,Vellore,North,Tier 2,Anand Subramanian,9847089012,33FICTD1007M1Z1,75000,4,DS014,SOUNDARARAJAN,Grocery 2 Route,NILUR EAST GR,GANGA GENERAL STORE,Bakery Outlet,Retail,DIVYA-ECO,ECONOMY PACK,AGARBATTI,AGARBATTI,HOME ESSENTIALS,24,15.6,20.88,23.2,4.5,19.94,556.8,462.61,100.69,527.37,No,21.8,87.7
ORD009823,2025-12-26,2025-12-29,2025-12-29,Delivered,Credit,Paid,December,12,Q4,2025,2025-12,DT1006,AZHAGIRI SUPPLIERS,Tirunelveli,South,Tier 2,Vijay Arumugam,9846078901,33FICTD1006M1Z6,100000,9,DS016,SIVAKKOLUNDHU,2W Route B,PAZHAIUR GR2,PONNI GENERAL STORE,Rural Wholesale,Rural Wholesale,ZESTO-PKT-W,POCKET SPRAY WOMEN 18ML,DEO & FRAGRANCE,DEO & FRAGRANCE,PERSONAL CARE,85,55.25,73.95,23.2,7.2,68.63,1972.0,1592.22,310.42,1772.73,No,19.5,89.8
ORD009833,2025-12-08,,2025-12-11,In Transit,UPI,Pending,December,12,Q4,2025,2025-12,DT1002,KAMATCHI TRADERS,Coimbatore,West,Tier 1,Suresh Pandian,9842034567,33FICTD1002M1Z3,175000,6,DS002,PRABU S,ROC Route Pace,ILAMBUR BEAT,HEMA SUPER STORE,Mini Market,Counter,ZESTO-SPORT-M,SPORT BLAST MEN 150ML,DEO & FRAGRANCE,DEO & FRAGRANCE,PERSONAL CARE,250,162.5,217.5,21.4,7.5,201.19,5350.0,4305.47,827.97,4745.68,No,19.2,90.7
ORD009836,2025-12-22,2025-12-26,2025-12-25,Delivered,Cheque,Paid,December,12,Q4,2025,2025-12,DT1012,BHARATHI DISTRIBUTORS,Thanjavur,Central,Tier 3,Durai Pandian,9852034567,33FICTD1012M1Z3,50000,6,DS002,PRABU S,ROC Route Pace,AAZHIUR ROC,MATHI TRADERS,Rural Wholesale,Rural Wholesale,ZESTO-LUXE-M,LUXE PARFUM MEN 120ML,DEO & FRAGRANCE,DEO & FRAGRANCE,PERSONAL CARE,310,201.5,269.7,96.2,0.8,267.54,29822.0,25737.35,6353.05,28521.41,No,24.7,90.2
ORD009860,2025-12-22,2025-12-26,2025-12-25,Delivered,Cheque,Paid,December,12,Q4,2025,2025-12,DT1012,BHARATHI DISTRIBUTORS,Thanjavur,Central,Tier 3,Durai Pandian,9852034567,33FICTD1012M1Z3,50000,6,DS002,PRABU S,ROC Route Pace,AAZHIUR ROC,MATHI TRADERS,Rural Wholesale,Rural Wholesale,ZESTO-LUXE-M,LUXE PARFUM MEN 120ML,DEO & FRAGRANCE,DEO & FRAGRANCE,PERSONAL CARE,310,201.5,269.7,95.9,1.0,267.0,29729.0,25605.3,6281.45,28725.98,No,24.5,89.1
ORD009882,2025-12-17,2025-12-21,2025-12-20,Delivered,UPI,Paid,December,12,Q4,2025,2025-12,DT1001,VELAVAN AGENCIES,Chennai,North,Tier 1,Rajesh Kumar,9841023456,33FICTD1001M1Z5,200000,8,DS009,MUTHURAMAN,2W Route Common,NATCHIPUR BEAT,MALAR PROVISION,Beauty Counter,Counter,CLEANOZ-PWDR,POWDER HAND WASH 100G,HAND WASH,HAND WASH,PERSONAL CARE,82,53.3,71.34,2.5,1.0,70.63,205.0,176.58,43.33,213.79,No,24.5,82.6
ORD009885,2025-12-12,2025-12-14,2025-12-15,Delivered,Cheque,Paid,December,12,Q4,2025,2025-12,DT1010,THAMIZHAN MARKETING,Thoothukudi,South,Tier 2,Senthil Raja,9850012345,33FICTD1010M1Z2,50000,7,DS017,VAITHIYANATHAN,Counter Route,THAMIZHUR GR,PAAVAI GENERAL STORE,Counter Shop,Counter,FLMSTK-WX40,WAX PREMIUM 40S,FLAME STICKS,FLAME STICKS,HOME ESSENTIALS,12,7.8,10.44,82.7,1.0,10.34,992.4,855.12,210.06,1005.46,No,24.6,85.0
ORD009887,2025-12-20,,2025-12-23,Cancelled,NEFT,Refunded,December,12,Q4,2025,2025-12,DT1001,VELAVAN AGENCIES,Chennai,North,Tier 1,Rajesh Kumar,9841023456,33FICTD1001M1Z5,200000,8,DS019,PAZHANIVEL,ROC Route Pace,THENUR SOUTH GR2,THIRAI PROVISION,Mini Market,Counter,FOAMX-SG100,SHOWER GEL 100ML,SHOWER GEL,SHOWER GEL,PERSONAL CARE,138,89.7,120.06,42.1,6.6,112.14,5809.8,4721.09,944.72,5292.8,No,20.0,89.2
ORD009888,2025-12-02,2025-12-05,2025-12-05,Delivered,UPI,Paid,December,12,Q4,2025,2025-12,DT1005,PANDIYAN DISTRIBUTORS,Salem,West,Tier 2,Dinesh Krishnan,9845067890,33FICTD1005M1Z4,100000,5,DS019,PAZHANIVEL,ROC Route Pace,SELVANUR MAIN,RAMYA GENERAL STORE,Premium Grocery,Retail,DIVYA-DHOOP,DHOOP STICKS,AGARBATTI,AGARBATTI,HOME ESSENTIALS,72,46.8,62.64,56.4,0.5,62.33,4060.8,3515.41,875.89,3895.29,No,24.9,90.2
ORD009891,2025-12-23,2025-12-26,2025-12-26,Delivered,UPI,Paid,December,12,Q4,2025,2025-12,DT1013,MULLAI ENTERPRISES,Kanchipuram,North,Tier 3,Satheesh Kumar,9853045678,33FICTD1013M1Z7,50000,3,DS001,VIGNESH K,2W Route Common,NATTRIUR BEAT,GANGA GENERAL STORE,Bakery Outlet,Retail,DIVYA-DHOOP,DHOOP STICKS,AGARBATTI,AGARBATTI,HOME ESSENTIALS,72,46.8,62.64,88.4,2.5,61.07,6364.8,5398.59,1261.47,6454.08,No,23.4,83.6
ORD009921,2025-12-20,2025-12-24,2025-12-23,Delivered,Cash,Paid,December,12,Q4,2025,2025-12,DT1011,SELVARAJ AGENCIES,Dindigul,South,Tier 3,Prabu Selvam,9851023456,33FICTD1011M1Z5,50000,4,DS018,MAYILVAHANAN,2W Route Common,INNAMUR GR2,THIRAI PROVISION,Medical Shop,Retail,SHINEZ-FC500,FLOOR CLEAN 500ML,FLOOR CLEANER,FLOOR CLEANER,HOME CARE,112,72.8,97.44,8.7,5.9,91.69,974.4,797.7,164.34,846.46,No,20.6,94.2
ORD009946,2025-12-13,,2025-12-16,Cancelled,UPI,Refunded,December,12,Q4,2025,2025-12,DT1001,VELAVAN AGENCIES,Chennai,North,Tier 1,Rajesh Kumar,9841023456,33FICTD1001M1Z5,200000,8,DS017,VAITHIYANATHAN,Counter Route,VAIGAI ROUTE,NIRMALA KIRANA,Beauty Counter,Counter,PURIS-FRESH75,FRESH BAR 75G,BATH SOAP,BATH SOAP,PERSONAL CARE,54,35.1,47.0,95.2,7.5,43.48,5140.8,4139.3,797.78,4996.37,No,19.3,82.8
ORD009958,2025-12-18,,2025-12-21,Cancelled,Cash,Refunded,December,12,Q4,2025,2025-12,DT1015,KURINJI AGENCIES,Hosur,North,Tier 3,Loganathan Krishnan,9855067890,33FICTD1015M1Z6,50000,4,DS009,MUTHURAMAN,2W Route Common,NAMBUR ROUTE,VAANI GENERAL STORE,Counter Shop,Counter,PURIS-VALUE10,VALUE SACHET,BATH SOAP,BATH SOAP,PERSONAL CARE,13,8.45,11.31,30.5,3.8,10.88,396.5,331.84,74.12,375.88,No,22.3,88.3
ORD009959,2025-12-11,2025-12-13,2025-12-14,Delivered,Cash,Overdue,December,12,Q4,2025,2025-12,DT1014,VASANTHAM TRADERS,Nagercoil,South,Tier 3,Bharath Murugan,9854056789,33FICTD1014M1Z4,50000,5,DS011,GOVINDASAMY,SWD Route,VETRIUR ROC B,NANDHINI PROVISION,Mini Market,Counter,FLMSTK-WX40,WAX PREMIUM 40S,FLAME STICKS,FLAME STICKS,HOME ESSENTIALS,12,7.8,10.44,20.7,7.1,9.7,248.4,200.79,39.33,219.85,No,19.6,91.3
ORD009967,2025-12-26,2025-12-29,2025-12-29,Delivered,NEFT,Paid,December,12,Q4,2025,2025-12,DT1006,AZHAGIRI SUPPLIERS,Tirunelveli,South,Tier 2,Vijay Arumugam,9846078901,33FICTD1006M1Z6,100000,9,DS008,NITHYANANDAM,Counter Route,THENMALUR ROC,KAVERI TRADERS,Beauty Counter,Counter,DIVYA-PUJA,PUJA SPECIAL AGARBATTI,AGARBATTI,AGARBATTI,HOME ESSENTIALS,48,31.2,41.76,62.5,7.6,38.59,3000.0,2411.88,461.88,2574.48,No,19.2,93.7
ORD009971,2025-12-13,,2025-12-16,Cancelled,Cash,Refunded,December,12,Q4,2025,2025-12,DT1012,BHARATHI DISTRIBUTORS,Thanjavur,Central,Tier 3,Durai Pandian,9852034567,33FICTD1012M1Z3,50000,6,DS017,VAITHIYANATHAN,Counter Route,VANAPUR BEAT,PARI GENERAL STORE,Dual Outlet,Retail,ZESTO-PKT-W,POCKET SPRAY WOMEN 18ML,DEO & FRAGRANCE,DEO & FRAGRANCE,PERSONAL CARE,85,55.25,73.95,10.9,1.8,72.62,926.5,791.56,189.33,968.76,No,23.9,81.7
ORD009973,2025-12-10,,2025-12-13,In Transit,NEFT,Pending,December,12,Q4,2025,2025-12,DT1006,AZHAGIRI SUPPLIERS,Tirunelveli,South,Tier 2,Vijay Arumugam,9846078901,33FICTD1006M1Z6,100000,9,DS017,VAITHIYANATHAN,Counter Route,PAZHAIUR GR2,VELAN PROVISION,Counter Shop,Counter,GUARDIA-HS100,HAND SANITIZER 100ML,HAND SANITIZER,HAND SANITIZER,PERSONAL CARE,82,53.3,71.34,19.6,1.1,70.56,1607.2,1382.98,338.3,1641.78,No,24.5,84.2
ORD010012,2025-12-10,,2025-12-13,Cancelled,Cheque,Refunded,December,12,Q4,2025,2025-12,DT1008,PONNI WHOLESALE,Erode,West,Tier 2,Murugan Natarajan,9848090123,33FICTD1008M1Z9,75000,6,DS009,MUTHURAMAN,2W Route Common,KAMPUR ROUTE,THAMIZH KIRANA,Mini Market,Counter,FLMSTK-CB01,CLASSIC BOX,FLAME STICKS,FLAME STICKS,HOME ESSENTIALS,10,6.5,8.7,9.7,4.5,8.31,97.0,80.61,17.56,91.47,No,21.8,88.1
ORD010014,2025-12-14,,2025-12-17,Cancelled,Cheque,Refunded,December,12,Q4,2025,2025-12,DT1006,AZHAGIRI SUPPLIERS,Tirunelveli,South,Tier 2,Vijay Arumugam,9846078901,33FICTD1006M1Z6,100000,9,DS003,DURAI M,2W Route Common,THENMALUR ROC,KOKILA PROVISION,Hotel & Restaurant,Key Accounts,SHINEZ-FC1L,FLOOR CLEAN 1 LTR,FLOOR CLEANER,FLOOR CLEANER,HOME CARE,190,123.5,165.3,83.1,5.2,156.7,15789.0,13021.77,2758.92,16877.15,No,21.2,77.2
ORD010021,2025-12-17,,2025-12-20,Pending,Cash,Pending,December,12,Q4,2025,2025-12,DT1003,MUTHTHU MARKETING,Madurai,South,Tier 1,Ganesh Selvam,9843045678,33FICTD1003M1Z7,150000,10,DS003,DURAI M,2W Route Common,KOLLIPUR WEST GR,SUGANYA KIRANA,Premium Grocery,Retail,DIVYA-ECO,ECONOMY PACK,AGARBATTI,AGARBATTI,HOME ESSENTIALS,24,15.6,20.88,83.0,6.4,19.54,1992.0,1621.82,327.02,1941.58,No,20.2,83.5
ORD010067,2025-12-20,2025-12-24,2025-12-23,Delivered,Cheque,Paid,December,12,Q4,2025,2025-12,DT1002,KAMATCHI TRADERS,Coimbatore,West,Tier 1,Suresh Pandian,9842034567,33FICTD1002M1Z3,175000,6,DS015,PERIYANNAN,ROC Pace Route,MAZHALUR EAST GR2,YAMUNA TRADERS,Beauty Counter,Counter,PURIS-GUARD75,GUARD SOAP 75G,BATH SOAP,BATH SOAP,PERSONAL CARE,56,36.4,48.72,4.9,3.9,46.82,274.4,229.42,51.06,245.01,No,22.3,93.6
ORD010069,2025-12-17,2025-12-22,2025-12-20,Delivered,UPI,Paid,December,12,Q4,2025,2025-12,DT1010,THAMIZHAN MARKETING,Thoothukudi,South,Tier 2,Senthil Raja,9850012345,33FICTD1010M1Z2,50000,7,DS019,PAZHANIVEL,ROC Route Pace,NAMBUR ROUTE,KALAI PROVISION,Rural Wholesale,Rural Wholesale,FLMSTK-WX40,WAX PREMIUM 40S,FLAME STICKS,FLAME STICKS,HOME ESSENTIALS,12,7.8,10.44,18.9,7.5,9.66,226.8,182.57,35.15,219.07,No,19.3,83.3
ORD010070,2025-12-17,,2025-12-20,In Transit,NEFT,Pending,December,12,Q4,2025,2025-12,DT1011,SELVARAJ AGENCIES,Dindigul,South,Tier 3,Prabu Selvam,9851023456,33FICTD1011M1Z5,50000,4,DS020,THANDAVAN,Common Pace Route,PORIUR BEAT,MALAI KIRANA,Rural Wholesale,Rural Wholesale,PURIS-GUARD75,GUARD SOAP 75G,BATH SOAP,BATH SOAP,PERSONAL CARE,56,36.4,48.72,85.0,3.6,46.97,4760.0,3992.45,898.45,4823.43,No,22.5,82.8
ORD010094,2025-12-01,,2025-12-04,Cancelled,Credit,Refunded,December,12,Q4,2025,2025-12,DT1005,PANDIYAN DISTRIBUTORS,Salem,West,Tier 2,Dinesh Krishnan,9845067890,33FICTD1005M1Z4,100000,5,DS014,SOUNDARARAJAN,Grocery 2 Route,SELVANUR GR2,VALLI KIRANA,Premium Grocery,Retail,ZESTO-PKT-W,POCKET SPRAY WOMEN 18ML,DEO & FRAGRANCE,DEO & FRAGRANCE,PERSONAL CARE,85,55.25,73.95,13.4,5.9,69.59,1139.0,932.51,192.16,1076.6,No,20.6,86.6
ORD010105,2025-12-27,,2025-12-30,In Transit,Credit,Pending,December,12,Q4,2025,2025-12,DT1012,BHARATHI DISTRIBUTORS,Thanjavur,Central,Tier 3,Durai Pandian,9852034567,33FICTD1012M1Z3,50000,6,DS001,VIGNESH K,2W Route Common,THIRUPUR ROUTE,PARI GENERAL STORE,Beauty Counter,Counter,DIVYA-ECO,ECONOMY PACK,AGARBATTI,AGARBATTI,HOME ESSENTIALS,24,15.6,20.88,40.8,6.2,19.59,979.2,799.27,162.79,840.28,No,20.4,95.1
ORD010122,2025-12-28,2025-01-01,2025-12-31,Delivered,Cash,Paid,December,12,Q4,2025,2025-12,DT1010,THAMIZHAN MARKETING,Thoothukudi,South,Tier 2,Senthil Raja,9850012345,33FICTD1010M1Z2,50000,7,DS004,SATHEESH R,Common Pace Route,NAMBUR ROUTE,THAMIZH KIRANA,Town Wholesale,Town Wholesale,BLOSOM-TLC100,BODY TALC 100G,BODY TALC,BODY TALC,PERSONAL CARE,88,57.2,76.56,73.3,5.5,72.35,6450.4,5303.25,1110.49,5817.64,No,20.9,91.2
ORD010131,2025-12-06,,2025-12-09,Pending,Credit,Pending,December,12,Q4,2025,2025-12,DT1012,BHARATHI DISTRIBUTORS,Thanjavur,Central,Tier 3,Durai Pandian,9852034567,33FICTD1012M1Z3,50000,6,DS011,GOVINDASAMY,SWD Route,VALLUR MAIN,THIRAI PROVISION,Dual Outlet,Retail,ZESTO-SPORT-W,SPORT FRESH WOMEN 150ML,DEO & FRAGRANCE,DEO & FRAGRANCE,PERSONAL CARE,250,162.5,217.5,66.0,2.0,213.15,16500.0,14067.9,3342.9,15928.7,No,23.8,88.3
ORD010169,2025-12-15,,2025-12-18,Cancelled,UPI,Refunded,December,12,Q4,2025,2025-12,DT1011,SELVARAJ AGENCIES,Dindigul,South,Tier 3,Prabu Selvam,9851023456,33FICTD1011M1Z5,50000,4,DS011,GOVINDASAMY,SWD Route,THIZHUR ROC B,SATHYA PROVISION,Beauty Counter,Counter,PURIS-GUARD75,GUARD SOAP 75G,BATH SOAP,BATH SOAP,PERSONAL CARE,56,36.4,48.72,51.4,6.9,45.36,2878.4,2331.5,460.54,2579.61,No,19.8,90.4
ORD010176,2025-12-22,2025-12-24,2025-12-25,Delivered,Cash,Paid,December,12,Q4,2025,2025-12,DT1004,SENTHOOR ENTERPRISES,Tiruchirappalli,Central,Tier 1,Ramesh Murugan,9844056789,33FICTD1004M1Z2,125000,7,DS009,MUTHURAMAN,2W Route Common,KANNIPUR ROC,THAMIZH KIRANA,Bakery Outlet,Retail,ZESTO-PKT-M,POCKET SPRAY MEN 18ML,DEO & FRAGRANCE,DEO & FRAGRANCE,PERSONAL CARE,85,55.25,73.95,72.8,0.5,73.58,6188.0,5356.62,1334.42,5584.99,No,24.9,95.9
ORD010188,2025-12-25,2025-12-27,2025-12-28,Delivered,Cheque,Paid,December,12,Q4,2025,2025-12,DT1003,MUTHTHU MARKETING,Madurai,South,Tier 1,Ganesh Selvam,9843045678,33FICTD1003M1Z7,150000,10,DS005,BHARATH G,Grocery 2 Route,KOLLIPUR WEST GR,MATHI TRADERS,Medical Shop,Retail,CLEANOZ-HW200,HAND WASH 200ML,HAND WASH,HAND WASH,PERSONAL CARE,170,110.5,147.9,74.9,6.9,137.69,12733.0,10312.98,2036.53,12097.99,No,19.7,85.2
ORD010195,2025-12-01,,2025-12-04,Cancelled,NEFT,Refunded,December,12,Q4,2025,2025-12,DT1008,PONNI WHOLESALE,Erode,West,Tier 2,Murugan Natarajan,9848090123,33FICTD1008M1Z9,75000,6,DS018,MAYILVAHANAN,2W Route Common,KAMPUR ROUTE,LAVANYA PROVISION,Rural Wholesale,Rural Wholesale,ZESTO-PKT-M,POCKET SPRAY MEN 18ML,DEO & FRAGRANCE,DEO & FRAGRANCE,PERSONAL CARE,85,55.25,73.95,74.6,0.5,73.58,6341.0,5489.07,1367.42,5670.52,No,24.9,96.8
ORD010222,2025-12-15,2025-12-20,2025-12-18,Delivered,UPI,Paid,December,12,Q4,2025,2025-12,DT1013,MULLAI ENTERPRISES,Kanchipuram,North,Tier 3,Satheesh Kumar,9853045678,33FICTD1013M1Z7,50000,3,DS013,THIYAGARAJAN,Common Pace Route,KURIUR GR2,INDHU KIRANA,Grocery,Retail,ZESTO-PKT-W,POCKET SPRAY WOMEN 18ML,DEO & FRAGRANCE,DEO & FRAGRANCE,PERSONAL CARE,85,55.25,73.95,53.4,8.0,68.03,4539.0,3632.8,682.45,4219.6,No,18.8,86.1
ORD010277,2025-12-20,2025-12-23,2025-12-23,Delivered,UPI,Paid,December,12,Q4,2025,2025-12,DT1013,MULLAI ENTERPRISES,Kanchipuram,North,Tier 3,Satheesh Kumar,9853045678,33FICTD1013M1Z7,50000,3,DS007,CHELVAN P,2W Route B,VENDUR ROUTE,THAMIZH KIRANA,Medical Shop,Retail,CLEANOZ-HW500,HAND WASH 500ML,HAND WASH,HAND WASH,PERSONAL CARE,275,178.75,239.25,55.6,1.8,234.94,15290.0,13062.66,3124.16,15415.46,No,23.9,84.7
ORD010278,2025-12-22,,2025-12-25,Pending,UPI,Pending,December,12,Q4,2025,2025-12,DT1003,MUTHTHU MARKETING,Madurai,South,Tier 1,Ganesh Selvam,9843045678,33FICTD1003M1Z7,150000,10,DS009,MUTHURAMAN,2W Route Common,KOLLIPUR WEST GR,MALAI KIRANA,Town Wholesale,Town Wholesale,SHINEZ-FC500,FLOOR CLEAN 500ML,FLOOR CLEANER,FLOOR CLEANER,HOME CARE,112,72.8,97.44,51.7,7.1,90.52,5790.4,4679.88,916.12,4967.13,No,19.6,94.2
ORD010280,2025-12-02,2025-12-04,2025-12-05,Delivered,Cheque,Paid,December,12,Q4,2025,2025-12,DT1006,AZHAGIRI SUPPLIERS,Tirunelveli,South,Tier 2,Vijay Arumugam,9846078901,33FICTD1006M1Z6,100000,9,DS016,SIVAKKOLUNDHU,2W Route B,PANANUR BEAT,SHARADHA SUPER STORE,Dual Outlet,Retail,HELIX-AL500,ANTISEPTIC LIQUID 500ML,ANTISEPTIC,ANTISEPTIC,PERSONAL CARE,285,185.25,247.95,83.7,6.6,231.59,23854.5,19384.08,3878.66,22513.53,No,20.0,86.1
ORD010338,2025-12-08,,2025-12-11,Cancelled,UPI,Refunded,December,12,Q4,2025,2025-12,DT1002,KAMATCHI TRADERS,Coimbatore,West,Tier 1,Suresh Pandian,9842034567,33FICTD1002M1Z3,175000,6,DS011,GOVINDASAMY,SWD Route,ILAMBUR BEAT,KAVERI TRADERS,Convenience Store,Convenience,PURIS-FRESH75,FRESH BAR 75G,BATH SOAP,BATH SOAP,PERSONAL CARE,54,35.1,47.0,64.6,3.8,45.21,3488.4,2920.57,653.11,3415.11,No,22.4,85.5
